Name,Transliterated
श्री मदनलाल,Shri Madanlal
बिजई,Bijai
मालिक,Malik
श्री रामपति,Shri Rampati
दशरश,Dashrash
चरणसिंह,Charansingh
अभिलाश,Abhilash
राम चरित्र,Ram Charitra
उदयनारायण,Udaynarayan
बंसराज,Bansraj
श्री फूलचन्द्र,Shri Phoolchandra
ललित वर्मा,Lalit Verma
पासवान,Paswan
जितेन्दर,Jitendra
प्रियेश कुमार,Priyesh Kumar
नरायन दास,Narayan Das
राधा रमण,Radha Raman
मो ० सिद्दीक अनारक्षित,Mo 0 Siddiqu Unreserved
विस्मिल्लाह अनारक्षित,Bismillah Unreserved
बाकेश्वर,Bakshwar
अनवर,Anwar
रामचंद्र लाल,Ramchandra Lal
सिददीक अहमद,Siddique Ahmed
मौसम अली, Mausam Ali
मुसईराम,Museram
नागर,Nagar
मनीराम वर्मा,Maniram Verma
स्व ० सुदमा,Sw 0 Sudama
हीरालाल मौर्य,Hiralal Maurya
रामबोस,Rambos
श्री सफीर,Shri Safir
अ ० वददू,A 0 Waddoo
ओमशंकर राजा,Omshankar Raja
रियाजुदीन,Riyajuddin
वाजुददीन,Wajuddhin
मुईनुददीन,Moinuddin
बुन्दन शाह,Bundan Shah
अच्छन,Acchan
मु ० जमीर,Mu 0 Jamir
नन्हे शाह,Nanhe Shah
मुनब्बर शाह,Munabbar Shah
इमदाद खाँ,Imdad Khan
सुरेश बाबू,Suresh Babu
परसराम सिंह,Parsram Singh
युधष्ठिर,Yudhishthir
दौलतदीन,Daulatdin
मुकुन्दी,Mukundi
सोहराब खाँ,Sohrab Khan
कीब,Keeb
डेबा,Deba
शमशुल,Shamshul
हसन मोहम्मद,Hasan Mohammad
कलपनाथ,Kalpanath
कलवासिंह,Kalwasingh
जालिम सिंह,Zalim Singh
करीमबख्श,Karimbakhsh
धनपाल सिंह,Dhanpal Singh
तोतीराम,Totiram
श्यामप्रवेश,Shyampravesh
विश्वपाल,Vishwapal
अगनू प्रसाद,Agnu Prasad
जयचन्द्र,Jaichandra
बरकत,Barkat
मिठाई प्रसाद,Mithai Prasad
कीढी,Keedi
सुकमल,Sukmal
चांदू,Chandoo
सेन्सरपाल,Sensar Pal
सदीक,Sadeek
मुन्शी सिंह,Munshi Singh
भरत चन्द,Bharat Chand
ईश्वरदास,Ishwardas
अनवार हुसैन,Anwar Hussain
नकल सिंह,Nakal Singh
रतनपाल सिंह,Ratanpal Singh
हामिद खां,Hamid Khan
सूरजभन,Surajbhan
डिप्टीसिंह,Deputy Singh
उमर शेर,Umar Sher
भाईदयाल,Bhaidayal
श्रीबाबू,Shreebabu
ज्वाली,Jwalee
मुकुन्द किशोर,Mukund Kishore
श्री पहलवान,Shree Pahelwan
बोदल राम,Bodal Ram
मो ० ईशा,Mo 0 Eesha
हिंछनारायण,Hinchanarayan
मियांदीन साहू,Miyandeen Sahu
बहादुर पटेल,Bahadur Patel
चित्तर,Chittar
मदार बक्श,Madar Baksh
लाल,Lal
हदयराम,Hadayram
मुर्तजा,Murtaza
हलकम्पी,Halkampi
ढोढेराम,Dhodheram
बजरंगी लाल,Bajrangi Lal
भुनेश्वर,Bhuenshwar
असरफ,Asraf
छकौड़ी यादव,Chakaudi Yadav
सुर्यबली,Surya bali
लालसा यादव,Lalsa Yadav
अब्दुल हकीम,Abdul Hakeem
श्रीकांत यादव,Shrikant Yadav
बद्रीगुप्ता,Badrigupta
रामतिरथ,Ramtirath
धनपति,Dhanpati
श्री गामा प्रसाद,Shree Gama Parasad
मोहिउद्दीन,Mohiuddin
कुतुबूद्दीन,Kutubuddin
तेलूराम,Teluram
गोवरधन,Goverdhan
सीदा,Sida
गबदा,Gabda
चमेल सिंह,Chamel Singh
गफूर,Gafur
आत्माराम,Atmaram
मरगूब,Maragub
रदू,Radu
मामराज,Mamraj
करतारा,Kartara
शिवचरण सिंह,Shivcharan Singh
बून्दू,Boondu
कन्टू सिंह,Kantu Singh
दिलेरा,Dilera
सकील,Saqeel
रूपराम,Roopram
मो ० हासिम,Mo 0 Hasim
दर्शनलाल,Darshanlal
काटीराम,Katiram
शरीफ मौ ०,Shareef Mo 0
पूर्ण सिंह,Puran Singh
दिला,Dila
चोहल सिंह,Chohal Singh
ठाट सिंह,That Singh
कटार सिंह,Katar Singh
सहीराम,Sahiram
शाली ग्राम,Shaali Gram
शरफु,Sharfu
लक्खीराम,Lakkhiram
बुन्दूहसन,Bundoohasan
जफर,Jafar
मनव्वर,Manvwar
चमन लाल,Chaman Lal
अफला सिंह,Afala Singh
ज्योति प्रसाद,Jyotin Prasad
परसा,Parsa
सूनेहरा,Sonehra
मूनीशाह,Mooneshah
मूला सिहं,Moola Singh
केशू,Kesh
जमील शाह,Jamil Shah
अलीमूदीन,Alimudeen
अबूल हसन,Abul Hasan
मखनूल,Makhnul
हसमत,Hasmat
ईसम सिंह,Eisam Singh
निराजन,Nirajan
नानू,Nanu
माजिद,Majid
तेलू,Telu
पिरथी,Pirthi
झब्बर सिंह,Jhabbar Singh
नियामत अली,Niamat Ali
रहीमुद्दीन,Rahimuddeen
रशीद,Rashid
गफूरा,Gafura
शक्ति सिंह,Shakti Singh
फत्तू सिंह,Fattu Singh
कमरू,Kamru
अययूब,Ayyub
इलम सिह,Ilam Singh
लोती राम,Loti Ram
कबुला,Kabula
आसिफ,Aasif
रूधा सिंह,Rudha Singh
ब्रजभूषण,Brajbhusan
सुक्खनचन्द,Sukhanchand
केहर सिंह,Kehar Singh
हुश्यारा,Hushyara
इलत सिह,Ilat Singh
नसीर अली,Nasir Ali
नजरूद्दीन,Nazaruddin
वसीरूद्दीन,Vasiuruddin
मंगी,Mangi
शम्भु लाल,Shambhu Lal
नेम चन्द,Nem Chand
सुववीर,Suveer
इरशाद खां,Irshad Khan
मानकचन्द्र,Manakchandra
भोन्दू,Bhondu
संतोक सिंह,Santok Singh
पल्ला सिंह,Palla Singh
छोटा,Chhota
सलीमुद्दीन,Salimuddin
अजील,Ajeel
जिला,Zilla
खूबी सिंह,Khubi Singh
हरबंश,Harbansh
बल्ले सिंह,Balle Singh
कटार सिह,Katar Singh
नसरू,Nasru
सुमरू,Samru
वीर महेन्द्र,Veer Mahendra
सलेकचन्द्र,Salekchandra
देवेन्द सिंह,Devend Singh
मथुरा सिंह,Mathura Singh
मेहर वान,Mehar Wan
अनंगपाल,Anangpal
सिगारू,Sigaru
खेमचन्द्र,Khemchandra
अमर सिहं,Amar Singh
रियाजूदीन,Riyazuddin
खड,Khad
छतरा,Chatra
लटूर सिंह,Latour Singh
बदजू सिंह,Badju Singh
शोराज सिंह,Shoraj Singh
रिछपाल सिंह,Richpal Singh
आसाराम,Asaram
शकरू,Shakuru
गफफार,Gafaar
अल्लाराजी,Allaraji
छिदा सिंह,Chhida Singh
याकुब अली,Yakub Ali
बुद्ध प्रकाश,Budh Prakash
अब्दुल रशीद,Abdul Rashid
जगशरण,Jagsharan
राज पाल सिंह,Raj Pal Singh
कण्ण कुमार,Kannu Kumar
बुन्दु खां,Bundu Khan
महेशपाल,Maheshpal
महेश्वर,Maheshwar
नैनसिंह,Nainsingh
वहीद,Wahid
लख्मीचन्द,Lakhmichand
लालूराम,Lalu Ram
सौरम,Sauram
कश्मीरा,Kashmira
नूरमोहम्मद,Noormohammad
सरदारे,Sardare
बीजा,Bija
धारा,Dhara
नाहरसिंह,Naharsingh
अतलसिंह,Atalsingh
मुख्तयारे,Mukhtyaare
मेहरसिंह,Mehar Singh
हुकुमसिंह,Hukam Singh
टुक्कन गिरि,Tukkan Giri
इन्शाद अली,Inshaad Ali
रतनगिर,Ratangir
मुस्तेहस्न,Mustehsin
कदम सिंह,Kadam Singh
खुबी सिंह,Khubi Singh
भोंदू सिंह,Bhoondoo Singh
छतरू,Chataroo
जैनहुलहक,Jainulhaq
झब्बर,Jhabbar
नन्नू खाँ,Nannoo Khan
अ ० रसीद,A 0 Rasheed
नरेन्द्र कश्यप,Narendra Kashyap
प्रेमवीर नेहरा,Premvir Nehra
मुबराती,Mubraati
सन्त सिंह,Sant Singh
इश्तयाक,Ishtiaq
राजकरण,Rajkaran
अली मौ ०,Ali Mau 0
मनसूख,Mansukh
किशनचन्द,Kishanch and 
परमाल सिंह,Paramal Singh
सबिया,Sabiya
अजीत,Ajit
हरचन्द्रा,Harchandra
अतरी,Atari
चिरजीलाल,Chirjilal
डालू,Daaloo
कंछीसिंह,Kanchisingh
किसनी,Kisni
बुन्दू खाँ,Bundoo Khan
जुम्मा,Jumma
अलाउददीन,Alauddin
गिरवर दयाल,Girwar Dayal
साहबराम,Sahabram
फारूख खां,Farukh Khan
भागचन्द्र,Bhagchandra
परशादी लाल,Parshadi Lal
झम्मान सिंह,Jhamman Singh
किरनपाल सिंह,Kiranpal Singh
अलीमुद्दीन,Alimuddin
कुतबी,Kutbi
इसाक,Isak
ढक्कन सिंह लौर,Dhakkan Singh Laurar
लाल सिंह खां,Lal Singh Khan
औसफ अली,Ausaf Ali
कुँवर पाल,Kanwar Pal
अल्ली खां,Alley Khan
भानु प्रताप सिंह,Bhanu Pratap Singh
बहरी सिंह,Bahri Singh
किशन गिरि,Kishan Giri
वली मौहम्मद,Wali Muhammad
सलीम खाँ,Salim Khan
रामे,Rame
प्रेम गिरि,Prem Giri
चोखा सिंह,Chokha Singh
लटूर,Lattoor
मक्खू खाँ,Makkhu Khan
केला,Kela
अल्ताफ,Altaf
मौ 0 हनीफ,Mau 0 Hanif
जगदीश पाल,Jagdish Pal
हरसुखलाल वर्मा,Harsukh Lal Verma
सलवेन्द्र सिंह,Salvendra Singh
अकबर खाँ,Akbar Khan
कन्छिद,Kanchid
तारा चन्द,Tara Chand
चुन्नी सिंह,Chunni Singh
काले खाँ,Kale Khan
झी सिंह,Jhi Singh
स्व॰रामचन्द्र,Sw. Ramchandra
स्व 0 रमजानी,Sw. 0 Ramjani
अनवार खाँ,Anwar Khan
स्व 0 प्रहलाद,Sw. 0 Prahlad
जफरमाव,Jafarmaav
ईस्लाम,Islam
फितूरी,Fitturi
जसपाल सिंह,Jaspal Singh
दीपचन्द्र सिंह,Deepchandra Singh
कासीराम,Kashiram
मौ 0 ईशाक,Mau 0 Ishak
नीलपत,Nilpat
अल्ला बन्दा,Allah Bnda
हरिराज,Hariraj
सुक्खे,Sukhe
नौबहार सिंह,Naubahar Singh
हसीनुदीन,Hasinuddin
आशिफ,Asif
चन्दुराम,Chanduram
तुंगल,Tungul
बिशम्बर,Bishmbar
कबीर अहमद,Kabir Ahmed
मुसददीलाल,Musaddilal
सहाबुदीन,Sahabuddin
शफात,Shafat
जमालुद्वीन,Jamaluddin
हसन,Hasan
छुन्नु,Chunnu
मेहर सिंह,Mehar Singh
टेका सिहं,Teka Singh
महबूब हसन,Mahbub Hasan
हरकेशा,Harkesha
सुक्षाराम,Sukhsharam
ब्रहम प्रकाश,Brahm Prakash
मूला सिंह,Mula Singh
मुशताक शाह,Mushtaq Shah
खवानी,Khavani
अजेन्द्र सिंह,Ajendra Singh
अल्लाहदिया,Allahdia
मजहर हुसैन,Mazhar Hussain
हरसरण दास,Harsaran Das
अ ० हकीम,A. Hakeem
राम चरण सिंह,Ram Charan Singh
सरफराज,Sarfaraz
बलवंत सिंह,Balwant Singh
जग्गन सिंह,Jaggan Singh
हसी तुल्ला,Hasi Tulla
चेत राम,Chet Ram
रोहताश सिंह,Rohtash Singh
वीर भान,Veer Bhaan
जन्नाथ सिंह,Jannaath Singh
कलुवा,Kaluwa
शंकर गिरि,Shankar Giri
नन्नुआ,Nannua
सोमवारीवन,Somavariban
सकुर अहमद,Sukur Ahmed
जामसददीन,Jamsaddin
बहोडू सिंह,Bahodu Singh
शहीद,Shaheed
आंगन सिंह,Aangan Singh
सुखे,Sukhe
तेज राम सिंह,Tej Ram Singh
मोरध्वज,Mordhwaj
हरज्ञानसिंह,Harjan Singh
शादीसिंह,Shadisingh
रसीद,Rasid
रामसरूप,Ramswaroop
नवेन्द्र सिंह,Narendra Singh
मंगलू,Mangelu
फिकरसिंह,Fikarsingh
जोधा,Jodha
सूखा,Sukha
बहोरन सिंह,Bahoran Singh
ऋषिपाल सिंह,Rishi Pal Singh
मुनासिर,Munassir
नवाज अली,Nawaz Ali
मौ 0 अय्यूब,Mau 0 Ayyub
नन्हु,Nanhhoo
मौलाबख्श,Molabaksh
होमपाल,Hompal
झाऊ सिंह,Jhaoo Singh
तस्लीम,Tasleem
मौ ० शाकीर,Mau 0 Shakir
भस्सू,Bhasu
बुन्दा खाँ,Bunda Khan
दानशाह,Dan Shah
प्रेमवीर,Premveer
अली मौहम्मद,Ali Muhammad
इमामबख्श,Imam Baksh
मौहम्मदअली,Muhammad Ali
रामरहीस,Ramrhees
भौनबख्श,Bhaun Baksh
कल्लूशाह,Kallushah
जाहिद हुसैन,Jahid Hussain
इब्ते हसन,Ibte Hasan
कड़े,Kadde
उजीर बक्श,Ujir Baksh
अजमतशाह,Ajmat Shah
खैरावी,Kherawi
भुल्लन खाँ,Bhullan Khan
सबीर,Sabir
मौ ० इषहाक,Mau 0 Ishaaq
फकीरी,Fakira
खमानी सिंह,Khamani Singh
मुंषी सिंह,Munsi Singh
रामकिषोर,Ramkishor
छोटे खां,Chhote Khan
ओम सिंह,Om Singh
मुशताक अहमद,Mushtaq Ahmed
भन्ता सिंह,Bhanta Singh
सलीम हुसैन,Saleem Hussain
मंजूर हुसैन,Manjoor Hussain
गुरनाम सिंह,Gurnam Singh
सेवा सिंह,Sewa Singh
जोगेन्दर सिंह,Joginder Singh
टेहल सिंह,Tehal Singh
अब्दुल हुसैन,Abdul Hussain
जसविन्दर सिंह,Jaswinder Singh
अखतर अली,Akhtar Ali
गुरदेव सिंह,Gurdev Singh
कदम,Qadam
अफसर,Afsar
बुन्दू मियाँ,Bundu Miyan
सुख्खन सिंह,Sukhhan Singh
शब्बीर अहमद,Shabbir Ahmed
राहुल,Rahul
रेवत सिंह,Revat Singh
योगराज,Yogaraj
मो ० रऊफ,Mo. Rauf
बन्ने,Banney
बहार हुसैन,Bahar Hussain
हाजी मो 0 अहमद,Haji Mo. Ahmed
सुभान अली,Subhan Ali
नजाकत अली,Najakat Ali
अब्दुल हसन,Abdul Hasan
कोदे अली,Kode Ali
जुल्फकार अली,Zulfiqar Ali
आनन्द स्वरूप,Anand Swaroop
दुली राम,Duli Ram
सुखवंत सिंह,Sukhwant Singh
तुला राम,Tula Ram
हर दयाल,Har Dayal
साहिद खां,Sahid Khan
अब्दुल वाहिद,Abdul Wahid
मौ ० राजा,Mo. Raja
गनेशी सिंह,Ganesh Singh
शिव स्वरूप सिंह,Shiv Swaroop Singh
मौ 0 अल्ताफ,Mo. Altaf
तुराव अली खाँ,Turav Ali Khan
स्व 0 नंद किशोर,Sw. Nand Kishore
हैदर अली,Haider Ali
चमन शाह,Chaman Shah
कवीर अहमद,Qawir Ahmed
उलफत सिंह,Ulfat Singh
अलीलशेर,Alilsher
दूला मियां,Dula Miyan
बाँके लाल,Bankey Lal
आनन्द सिंह,Anand Singh
मो 0 अली शाह,Mo. Ali Shah
हरीश चन्द गंगवार,Harish Chand Gangwar
भंजन लाल,Bhajan Lal
तौफीक अहमद,Taufiq Ahmed
निरन्जन सिंह,Niranjan Singh
उमाशंकर गिरि,Umanshankar Giri
मुनादीन,Munadeen
चेंतराम,Chainram
नेम चन्द्र,Nem Chandra
सोहन गिरि,Sohan Giri
जुम्माहशाह,Jumahshah
शमशुदीन,Shamsuddin
सलमान,Salman
लाखन लाल,Lakhan Lal
खन्दारी लाल,Khandari Lal
खेम करन लाल,Khem Karan Lal
मुकुटलाल,Mukul Lal
फुनन्दन खाँ,Phunandan Khan
रहमत शाह,Rahmat Shah
मल्लु शाह,Mallu Shah
इमाम बक्श,Imam Baksh
दिनकू,Dinku
चतुरीलाल,Chaturilal
जोगराज,Jograj
किसन लाल,Kisan Lal
राज कुमार रस्तोगी,Raj Kumar Rastogi
भगवन्द,Bhagwand
छिददन खाँ,Chhiddan Khan
बातून शाह,Batun Shah
जुगेन्दर सिंह,Jugender Singh
सुम्मेरीलाल,Summerilal
पुत्तन शाह,Puttan Shah
गोकरनलाल,Gokaran Lal
रहमत अली शाह,Rahmat Ali Shah
गिरधारीलाल,Girdhari Lal
अल्लानूर,Allanoor
गुरूवचन सिंह,Guruvachan Singh
जब्वा लाल,Jabwa Lal
नंदकिशोर,Nandkishor
हजारी लाल,Hazari Lal
कढेर,Kadher
मुकुट बिहारी,Mukul Bihari
टाकन लाल,Takan Lal
पुलेन्द्र लाल,Pulendra Lal
ग्यास खाँ,Gyas Khan
फूलचन्द गंगवार,Phulchand Gangwar
भुवनेश प्रकाश,Bhuvanesh Prakash
मो 0 अन्जुम,Mo 0 Anjum
जफल अहमद,Jaffal Ahmed
अहमद नूर,Ahmed Noor
तुफैल अहमद,Tufail Ahmed
झगेन्द्र पाल,Jhagindra Pal
गोपालराम,Gopalram
सुरेश गंगवार,Suresh Gangwar
मुस्तकीम अहमद,Mustaqeem Ahmed
दमन सिंह,Daman Singh
नन्कू लाल,Nanku Lal
गेन्दन,Gendan
गुरूदास सिंह,Gurudas Singh
तोलेराम,Tolaram
वलवीर सिंह,Valvir Singh
जान खां,Jaan Khan
अंकुर,Ankur
मूंगा लाल,Munga Lal
मथुरा प्रसाद पाल,Mathura Prasad Pal
सांवल,Sanwal
भूधर लाल,Bhudhar Lal
मैकू हज्जाम,Maiku Hajjam
गुलशेर,Gulsher
सहजादे लाल,Sahajade Lal
जय प्रकाश गुप्ता,Jai Prakash Gupta
रामसरन वर्मा,Ramasaran Verma
शमशेर शाह,Shamsher Shah
अब्दुली,Abduli
अजुद्धी,Ajuddhi
सन्तन पाल,Santan Pal
मकरन्द सिंह,Makarand Singh
शौकीन शाह,Shaukin Shah
रमन पाल सिंह,Raman Pal Singh
मो ० जीमल,Mo 0 Jimmal
मलिखान,Malikhan
मगर सिंह,Magar Singh
भज्जू लाल,Bhajjoo Lal
तौले,Taule
बलीउल्ला,Baliullah
हरिचरन सिंह,Haricharan Singh
वेलचन्द्र,Velchandra
जगदीश वर्मा,Jagdish Verma
राजीव वर्मा,Rajiv Verma
एजाज शाह,Ejaj Shah
शिवदर्शन,Shivdarshan
जसकरन लाल,Jaskaran Lal
देवा सिंह,Deva Singh
पर्वत लाल,Parvat Lal
कुम्भकरण,Kumbhkaran
जन्डैल सिंह,Jandaial Singh
अल्वी,Alvi
सिरदार शाह,Sardar Shah
नर सिंह,Nar Singh
मेवाराम गिरि,Mewaram Giri
नरूसन लाल,Narusan Lal
हरि कृष्ण,Hari Krishna
जीमल,Jimmal
रत्नशाह,Ratnashah
नवी बक्श,Navi Baksh
मुशब्बर अली,Mushabbar Ali
बुलाकी राम,Bulaki Ram
पानसिंह,Pansinh
हामिद अहमद,Hamid Ahmad
अली हुसैन,Ali Husain
गजेन्द्र पाल,Gajendra Pal
गन्जू,Ganju
रनसिंह,Ran Singh
इकरार शाह,Iqrar Shah
रब्बू,Rabbu
मुंशी खाँ,Munshi Khan
नौश,Naush
गन्धार सिंह,Gandhar Singh
बॉके,Boke
जलाल उददीन,Jalal Uddin
मोहम्मद अली,Mohammad Ali
रमेशचन्द्र साहू,Rameshchandra Sahu
लाइक,Like
नत्थू शाह,Natthu Shah
रमजारी,Ramjari
कोमिल,Komil
धन्य सिंह,Dhanya Singh
हिम्मतुल्ला,Himmatullah
सतेन्द्र पाल सिंह,Satendra Pal Singh
देवी राम,Devi Ram
सोहरन,Sohran
मसीत,Masit
जसवीर,Jasvir
तिरमल,Tirmal
बेंचे मिया,Benche Mia
कसे,Kase
कन्ही सिंह,Kanhi Singh
सोरनसिंह यादव,Soran Singh Yadav
लियाकत अली,Liaqat Ali
झरगद,Jharagad
महताव,Mahtav
लखवीर सिंह,Lakhwir Singh
हरदयाल सिंह,Hardayal Singh
श्यौदान सिंह,Shaudan Singh
मुंशी खां,Munshi Khan
कसे खां,Kase Khan
सूरजभान सिंह,Suraj Bhan Singh
हुशियार सिंह,Hushiyar Singh
रघुवीर गिरि,Raghuveer Giri
भोला शंकर,Bhola Shankar
दुर्जन पाल,Durjan Pal
ईदे खां,Ide Khan
नौरंगीलाल,Naorangilal
खचेर खाँ,Khacher Khan
गोपीचन्द्र वर्मा,Gopichandra Verma
जुगवीर सिंह,Jugvir Singh
ननूआ राम,Nanooa Ram
कल्लन खां,Kallan Khan
खुमानी सिंह,Khumani Singh
जालिम खाँ,Zalim Khan
अनवार खां,Anwar Khan
दान सहाय,Daan Sahay
लाल श्रीराम,Lal Shriram
अलीखां,Ali Khan
रमजानी खां,Ramzani Khan
जल्फीकार,Jalfikar
छादम खाँ,Chadam Khan
मुशीलाल,Mushilal
महबूब खां,Mahboob Khan
चक्खन,Chakkan
कुन्तन सिंह,Kuntan Singh
रामस्वरूप गिरि,Ramswaroop Giri
खूबीराम,Khubiram
विश्वास देव गिरि,Vishwas Dev Giri
वेदराम सिंह,Vedram Singh
नौहवत सिंह,Nouhwat Singh
गांधी जी,Gandhi Ji
सारदार सिंह,Sardar Singh
संतोषीलाल,Santoosheelal
देवलाल,Devlal
श्यामवीर,Shyamveer
भिक्की लाल,Bhikki Lal
सोवरन,Sovaran
छिद्दी,Chhidi
जग्गी,Jaggi
मसना,Masna
तारा,Tara
गुल्ला,Gulla
दुलैया,Dulaiya
देवो,Devo
मंगतू,Mangtu
केसरिया,Kesaraya
मूली,Mooli
बनैसिंह,Banesingh
ग्यासीराम,Gyaasiram
फजरू,Fajru
बैनी,Baini
डिगम्बर,Digambar
भमर सिंह,Bhamar Singh
दत्त प्रताप,Datt Pratap
गोधनलाल,Godhanlal
बाल किशन,Bal Kishan
कपूर खां,Kapoor Khan
विघाराम,Vigharam
मौहरवन सिंह,Mauharvan Singh
फसियाराम,Fasiyaram
सुशील चन्द्र,Susheel Chandra
धुरन्धर सिंह,Dhurendhar Singh
कलुआ राम,Kaluwa Ram
हरदम सिंह,Hardam Singh
ननिगा,Naniga
राम खिलाड़ी,Ram Khiladi
राजेश चाहर,Rajesh Chahar
नृपति सिंह,Nrapati Singh
गैंदा लाल,Gainda Lal
किरोरी,Kirori
निरोती,Niroti
राधा किशन,Radha Kishan
भाव सिंह,Bhav Singh
बुन्दु खाँ,Bundu Khan
अजीम खाँ,Azeem Khan
सम्पतिया,Sampatiya
गुमान सिंह,Guman Singh
हरमुख,Har Mukh
गरीब खां,Garib Khan
सिद्धार्थ सिंह,Siddharth Singh
बर्फ सिंह,Barf Singh
छीगुरी सिंह,Chiguri Singh
हर लाल,Har Lal
कॅमर पाल,Kamer Pal
इरशाद हुसेन,Irshad Hussain
दरिया सिंह,Dariya Singh
मोजीराम,Mojjiram
रामलल्लू,Ramlallu
हेदरबक्स,Haider Baks
मवासीराम,Mawaasiram
नोवत राम,Novat Ram
फिरंगी लाल,Firangi Lal
सहीदखान,Shaheed Khan
जग्गीलाल,Jaggilal
समीद खाँ,Sameed Khan
मोहन प्रसाद,Mohan Prasad
हरीकिशन,Hare Kishan
दीमान सिंह,Deeman Singh
विजय विहन्डल,Vijay Vihandal
रघुनन्दन सिंह,Raghunandan Singh
भदई राम,Bhadai Ram
शिवचरन सिंह,Shiv Charan Singh
राम भरोसी लाल,Ram Bharosi Lal
गोदीराम,Goddiram
जनमंज,Janmanj
परम,Param
गणेश चन्द्र,Ganesha Chandra
फतेहसिंह,Fateh Singh
आछेलाल,Aache Lal
दुर्जन लाल,Durjan Lal
सम्बर सिंह,Sambhar Singh
शमशेर,Shamsher
गोकुलसिंह,Gokul Singh
दीप सिंह,Deep Singh
पसन्दअली,Pasand Ali
अहिबरन सिंह,Ahibharan Singh
मो ० रहयू,Mo 0 Raheu
कन्नीलाल,Kanneelal
हरी शंकर,Hari Shankar
श्री रामरतन,Shri Ramratan
श्री तोफान सिंह,Shri Tofan Singh
श्री उलफत सिंह,Shri Ulfat Singh
श्री हरिविलास,Shri Hari Vilas
श्री सरमन सिंह,Shri Sarman Singh
श्री सियाराम,Shri Siyaram
श्री तिलक सिंह,Shri Tilak Singh
श्री रामदयाल,Shri Ramdayal
पूरनचन्द्र,Purnachandra
विशुन सिंह,Vishun Singh
बीरपाल,Birpal
चन्द्रप्रकाश गिरि,Chandraprakash Giri
पूसे राम,Poose Ram
मोकम सिंह,Mokam Singh
अल्लादीन,Aladdin
बल्लम सिंह,Ballabh Singh
रामचन्द्र गिरि,Ramchandra Giri
सोकत अली,Soket Ali
राम लड़ैते,Ram Ladhaite
शोरी लाल,Shori Lal
अमृतपाल,Amritpal
ओसाफ अली,Osaf Ali
वीर नारायण,Veer Narayan
कुमरपाल सिंह,Kumar Pal Singh
नौबत राम,Naubat Ram
आच्छेलाल,Aachelal
बाबूराम सिंह,Baburam Singh
भागीरथ सिंह,Bhagirath Singh
लोकपाल सिंह,Lokpal Singh
लीलीधर सिंह,Leeladhar Singh
उलफत खाँ,Ulfat Khan
हरसहाय,Harshay
मकबूल शाह,Makbool Shah
ठाकूर दास,Thakur Das
मुसाहिव खाँ,Musahhib Khan
माखन सिंह,Makhan Singh
महेन्द्रपाल सिंह,Mahendra Pal Singh
शंकर लाल शक्य,Shankar Lal Shakya
खरगी लाल,Khargi Lal
लोचन सिंह,Lochan Singh
वीजेन्द्र सिंह,Vijender Singh
आलेहन,Alehan
मोमती खां,Momti Khan
किरोडी,Kirodi
खिमाई खां,Khimaai Khan
हुलासी सिंह,Hulasi Singh
शेर खां,Sher Khan
पीते,Peete
हसनअली,Hasanali
देवकरन सिंह,Devkaran Singh
रमझानी,Ramzani
लोखीराम,Lokhiram
घासी राम,Ghasi Ram
मिटठूलाल,Mithuulal
बीर शाह,Bir Shah
लंकुश,Lankush
ताजीमशाह,Tajimshah
भवानीशंकर,Bhawanishankar
मो . मीर खाँ,Mo. Mir Khan
हीरासिंह,Hirasingh
सुग्रीव सिंह,Sugreev Singh
आज्ञाराम,Agyaram
खरगाई,Khargayi
जसबीर सिंह,Jasbir Singh
अहसन शाह,Ahsan Shah
अमजद अली,Amjad Ali
अलीदराज,Alidaraj
मायूक अली,Mayuk Ali
इश्तियाक अहमद,Ishtiaq Ahmad
मुकरम खां,Mukaram Khan
अधनलाल,Adhanlal
रामभजन सिंह,Rambhajan Singh
भीखम,Bhikam
ख्योराज सिंह,Khyoraj Singh
घस्सा,Ghasdda
दिली,Dili
अंगनेलाल,Angnelal
बृहदसेन,Brihdasen
बुद्धलाल,Buddhalal
महारा सिंह,Mahara Singh
सन्तोस कुमार,Santos Kumar
सुबराती,Subarati
डिब्टी सिंह,Dipti Singh
महाकिशुन,Mahakishun
श्री सौदान सिंह,Shri Soudan Singh
श्री उदय सिंह,Shri Uday Singh
श्री लक्ष्मन सिंह,Shri Laxman Singh
श्री रामकिशन,Shri Ramkishan
श्री वीरेन्द्र सिंह,Shri Virendra Singh
श्री महाराजा सिंह,Shri Maharaja Singh
गजाधर प्रसाद,Gajadhar Prasad
श्री जगन्नाथ सिंह,Shree Jagannath Singh
श्री सुखराम,Shree Sukhram
श्री सुमेर सिंह,Shree Sumer Singh
श्री शिवराम सिंह,Shree Shivram Singh
श्री मान सिंह,Shree Maan Singh
श्री देवदत्त,Shree Devadatt
श्री किशन सिंह,Shree Kishan Singh
श्री बनवारी लाल,Shree Banwari Laal
श्री कृष्णबिहारी,Shree Krishna Bihari
श्री सिपाही लाल,Shree Sipahi Laal
श्री गनेशप्रसाद,Shree Ganeshprasad
बलहारी,Balhaari
बच्ची लाल,Bacchi Laal
सकटू लाल,Saktu Laal
कुंअर सिंह,Kunwar Singh
आदित्य नारायण,Aditya Narayan
दुर्विजय सिंह,Durvijay Singh
निहालुद्दीन,Nihaluddin
शहबुद्दीन,Shahabuddin
भगवान नरायन,Bhagwan Narain
राजाबाबू,Rajabaabu
